title,actor name,director name,year,genre,aggregate value
Choorian,"Cheema, Shafqat","Noor, Syed",1998,Comedy,"Choorian (1998) Cheema, Shafqat Noor, Syed 1998 Comedy"
Beneath the 12-Mile Reef,"Carey Jr., Harry","Webb, Robert D.",1953,Adventure,"Beneath the 12-Mile Reef (1953) Carey Jr., Harry Webb, Robert D. 1953 Adventure"
Bienvenido Mister Marshall,"?lvarez, ?ngel (I)","Garc?a Berlanga, Luis",1953,Comedy,"Bienvenido Mister Marshall (1953) ?lvarez, ?ngel (I) Garc?a Berlanga, Luis 1953 Comedy"
Epistrofi ton katharmaton,"Tsachiridis, Nikos","Bogris, Fokionas",2003,Thriller,"Epistrofi ton katharmaton (2003) (V) Tsachiridis, Nikos Bogris, Fokionas 2003 Thriller"
Ben and Me,"Ruggles, Charles","Luske, Hamilton",1953,Short,"Ben and Me (1953) Ruggles, Charles Luske, Hamilton 1953 Short"
Charas,"Mukherjee, Keshto","Sagar, Ramanand",1976,Thriller,"Charas (1976) Mukherjee, Keshto Sagar, Ramanand 1976 Thriller"
Salween,"Pattamapan, Chalita","Yukol, Chatrichalerm",1995,Crime,"Salween (1995) Pattamapan, Chalita Yukol, Chatrichalerm 1995 Crime"
Daiman maak,"Hamama, Faten","Barakat, Henry",1954,Comedy,"Daiman maak (1954) Hamama, Faten Barakat, Henry 1954 Comedy"
"I, the Jury","Madigan, M. Sharon","Heffron, Richard T.",1982,Thriller,"I, the Jury (1982) Madigan, M. Sharon Heffron, Richard T. 1982 Thriller"
If You Could See What I Hear,"Thomson, R.H.","Till, Eric",1982,Drama,"If You Could See What I Hear (1982) Thomson, R.H. Till, Eric 1982 Drama"
"Beggar's Opera, The","Conway, Cyril","Brook, Peter (I)",1953,History,"Beggar's Opera, The (1953) Conway, Cyril Brook, Peter (I) 1953 History"
Identificazione di una donna,"Nardulli, Itaco","Antonioni, Michelangelo",1982,Drama,"Identificazione di una donna (1982) Nardulli, Itaco Antonioni, Michelangelo 1982 Drama"
Ekstase,"Boh?c, Ladislav","Machat?, Gustav",1933,Drama,"Ekstase (1933) Boh?c, Ladislav Machat?, Gustav 1933 Drama"
"Beast from 20,000 Fathoms, The","Ferguson, Frank (I)","Louri?, Eug?ne",1953,Horror,"Beast from 20,000 Fathoms, The (1953) Ferguson, Frank (I) Louri?, Eug?ne 1953 Horror"
Battle Circus,"Campbell, William (I)","Brooks, Richard (I)",1953,Drama,"Battle Circus (1953) Campbell, William (I) Brooks, Richard (I) 1953 Drama"
F.P.1 antwortet nicht,"Westermeier, Paul","Hartl, Karl",1932,Sci-Fi,"F.P.1 antwortet nicht (1932) Westermeier, Paul Hartl, Karl 1932 Sci-Fi"
Chun can,"Wang, Zhengxin","Cheng, Bugao",1933,,"Chun can (1933) Wang, Zhengxin Cheng, Bugao 1933"
If You Love This Planet,"Bevin, Ernest","Nash, Terre",1982,Short,"If You Love This Planet (1982) Bevin, Ernest Nash, Terre 1982 Short"
Baby Hands,"Darnell, Jean",,1912,Short,"Baby Hands (1912) Darnell, Jean  1912 Short"
School for Seduction,"Healy, Tim (II)","Heel, Sue",2004,Comedy,"School for Seduction (2004) Healy, Tim (II) Heel, Sue 2004 Comedy"
Dr. Jekyll and Mr. Hyde,"MacQuarrie, Murdock","Mamoulian, Rouben",1931,Horror,"Dr. Jekyll and Mr. Hyde (1931) MacQuarrie, Murdock Mamoulian, Rouben 1931 Horror"
Larry-Boy and the Rumor Weed,"Eddy, Justin","Vischer, Phil",1999,Short,"Larry-Boy and the Rumor Weed (1999) (V) Eddy, Justin Vischer, Phil 1999 Short"
"Diavolo in corpo, Il","Lorimer, Claudio","Bellocchio, Marco",1986,Adult,"Diavolo in corpo, Il (1986) Lorimer, Claudio Bellocchio, Marco 1986 Adult"
VeggieTales: The End of Silliness? More Really Silly Songs!,"Sage, Mike (I)",,1998,Short,"VeggieTales: The End of Silliness? More Really Silly Songs! (1998) (V) Sage, Mike (I)  1998 Short"
"Toy That Saved Christmas, The","Benodin, Lesley","Olsen, Chris (II)",1996,Short,"Toy That Saved Christmas, The (1996) (V) Benodin, Lesley Olsen, Chris (II) 1996 Short"
"Hunchback of Notre Dame, The","Down, Lesley-Anne","Tuchner, Michael",1982,Drama,"Hunchback of Notre Dame, The (1982) (TV) Down, Lesley-Anne Tuchner, Michael 1982 Drama"
"VeggieTales: Lyle, the Kindly Viking","Bancroft, Alexis","Hodge, Tim (I)",2001,Short,"VeggieTales: Lyle, the Kindly Viking (2001) (V) Bancroft, Alexis Hodge, Tim (I) 2001 Short"
"VeggieTales: Rack, Shack & Benny","Sage, Mike (I)","Vischer, Phil",1995,Short,"VeggieTales: Rack, Shack & Benny (1995) (V) Sage, Mike (I) Vischer, Phil 1995 Short"
SuperBabies: Baby Geniuses 2,"Iles, Max","Clark, Bob (III)",2004,Comedy,"SuperBabies: Baby Geniuses 2 (2004) Iles, Max Clark, Bob (III) 2004 Comedy"
Bangladesh Booty,"Sky, Angelina",,2004,Adult,"Bangladesh Booty (2004) (V) Sky, Angelina  2004 Adult"
Do ma daan,"Hoi, Ling Pak","Tsui, Hark",1986,Comedy,"Do ma daan (1986) Hoi, Ling Pak Tsui, Hark 1986 Comedy"
Booty and the Beast,"Howard, Curly","White, Jules",1953,Short,"Booty and the Beast (1953) Howard, Curly White, Jules 1953 Short"
"Blue Gardenia, The","Leavitt, Norman","Lang, Fritz (I)",1953,Drama,"Blue Gardenia, The (1953) Leavitt, Norman Lang, Fritz (I) 1953 Drama"
Chemman Chaalai,"Nathan, Gandhi","Menon, Deepak Kumaran",2005,Drama,"Chemman Chaalai (2005) Nathan, Gandhi Menon, Deepak Kumaran 2005 Drama"
Blood Feast 2: All U Can Eat,"McLachlan, Mark","Lewis, Herschell Gordon",2002,Horror,"Blood Feast 2: All U Can Eat (2002) McLachlan, Mark Lewis, Herschell Gordon 2002 Horror"
Dosti Dushmani,"Khan, Kader (I)","Tatineni, Rama Rao",1986,,"Dosti Dushmani (1986) Khan, Kader (I) Tatineni, Rama Rao 1986"
Dung fong tuk ying,"Chin, Charlie (I)","Hung Kam-Bo, Sammo",1986,Drama,"Dung fong tuk ying (1986) Chin, Charlie (I) Hung Kam-Bo, Sammo 1986 Drama"
VeggieTales: Are You My Neighbor?,"Sage, Mike (I)","Vischer, Phil",1995,Short,"VeggieTales: Are You My Neighbor? (1995) (V) Sage, Mike (I) Vischer, Phil 1995 Short"
"VeggieTales: Esther, the Girl Who Became Queen","Kaplan, Jessica (V)","Nawrocki, Mike",2000,Short,"VeggieTales: Esther, the Girl Who Became Queen (2000) (V) Kaplan, Jessica (V) Nawrocki, Mike 2000 Short"
VeggieTales: God Wants Me to Forgive Them!?!,"Morrow, Jeff (IV)",,1994,Short,"VeggieTales: God Wants Me to Forgive Them!?! (1994) (V) Morrow, Jeff (IV)  1994 Short"
VeggieTales: Josh and the Big Wall!,"Nawrocki, Mike","Olsen, Chris (II)",1997,Short,"VeggieTales: Josh and the Big Wall! (1997) (V) Nawrocki, Mike Olsen, Chris (II) 1997 Short"
Larry-Boy! And the Fib from Outer Space!,"Benodin, Lesley","Olsen, Chris (II)",1997,Short,"Larry-Boy! And the Fib from Outer Space! (1997) (V) Benodin, Lesley Olsen, Chris (II) 1997 Short"
VeggieTales: King George and the Ducky,"Nawrocki, Mike",,2000,Short,"VeggieTales: King George and the Ducky (2000) (V) Nawrocki, Mike  2000 Short"
I Remember You Now...,"Harry, Deborah (I)","Miller, Henry (V)",2005,Short,"I Remember You Now... (2005) Harry, Deborah (I) Miller, Henry (V) 2005 Short"
Netto,"Knoth, Stefanie","Thalheim, Robert",2005,Comedy,"Netto (2005) Knoth, Stefanie Thalheim, Robert 2005 Comedy"
Gone to the Dogs,"Booth, Anthony","Barnard, Philip",2006,Comedy,"Gone to the Dogs (2006) Booth, Anthony Barnard, Philip 2006 Comedy"
Hollow Man II,"Funk, Nolan","F?h, Claudio",2006,Horror,"Hollow Man II (2006) (V) Funk, Nolan F?h, Claudio 2006 Horror"
Dharma Chakram,Gummadi,,1995,,Dharma Chakram (1995) Gummadi  1995
Down and Out in America,"Minte, Nancy","Grant, Lee (I)",1986,Documentary,"Down and Out in America (1986) Minte, Nancy Grant, Lee (I) 1986 Documentary"
Down and Out in Beverly Hills,"Howard, Curly","Mazursky, Paul",1986,Comedy,"Down and Out in Beverly Hills (1986) Howard, Curly Mazursky, Paul 1986 Comedy"
"Devil Horse, The","Taylor, Al (I)","Brower, Otto",1932,Western,"Devil Horse, The (1932) Taylor, Al (I) Brower, Otto 1932 Western"
Down by Law,"Miller, Alex (IV)","Jarmusch, Jim",1986,Comedy,"Down by Law (1986) Miller, Alex (IV) Jarmusch, Jim 1986 Comedy"
Lloyd of the C.I.D.,"Musk, Cecil","Taylor, Ray (I)",1932,Crime,"Lloyd of the C.I.D. (1932) Musk, Cecil Taylor, Ray (I) 1932 Crime"
Dr. Otto and the Riddle of the Gloom Beam,"Rogers, B.J. (I)","Cherry III, John R.",1986,Comedy,"Dr. Otto and the Riddle of the Gloom Beam (1986) Rogers, B.J. (I) Cherry III, John R. 1986 Comedy"
Pao ba hai zi,"Tan, Selena","Neo, Jack",2003,Drama,"Pao ba hai zi (2003) Tan, Selena Neo, Jack 2003 Drama"
All That Heaven Allows,"Drake, Charles (I)","Sirk, Douglas",1955,Drama,"All That Heaven Allows (1955) Drake, Charles (I) Sirk, Douglas 1955 Drama"
Calamity Jane,"Morgan, Lee (I)","Butler, David (I)",1953,Comedy,"Calamity Jane (1953) Morgan, Lee (I) Butler, David (I) 1953 Comedy"
Canadian Mounties vs. Atomic Invaders,"Patterson, Hank","Adreon, Franklin",1953,Action,"Canadian Mounties vs. Atomic Invaders (1953) Patterson, Hank Adreon, Franklin 1953 Action"
Dream Lover,"Penn, Matthew (I)","Pakula, Alan J.",1986,Drama,"Dream Lover (1986) Penn, Matthew (I) Pakula, Alan J. 1986 Drama"
Thursday,"Holden, Marjean","Woods, Skip",1998,Crime,"Thursday (1998) Holden, Marjean Woods, Skip 1998 Crime"
Wu lin feng yun,,"Yuek, Feng",1970,,"Wu lin feng yun (1970)  Yuek, Feng 1970"
"Family Stone, The","Danes, Claire","Bezucha, Thomas",2005,Comedy,"Family Stone, The (2005) Danes, Claire Bezucha, Thomas 2005 Comedy"
"Caddy, The","Nelson, Byron (I)","Taurog, Norman",1953,Comedy,"Caddy, The (1953) Nelson, Byron (I) Taurog, Norman 1953 Comedy"
Doctor X,"Carewe, Arthur Edmund","Curtiz, Michael",1932,Horror,"Doctor X (1932) Carewe, Arthur Edmund Curtiz, Michael 1932 Horror"
By the Light of the Silvery Moon,"Wall, Geraldine","Butler, David (I)",1953,Comedy,"By the Light of the Silvery Moon (1953) Wall, Geraldine Butler, David (I) 1953 Comedy"
One Night the Moon,"Haywood, Chris (I)","Perkins, Rachel (I)",2001,Drama,"One Night the Moon (2001) Haywood, Chris (I) Perkins, Rachel (I) 2001 Drama"
"Adventures of Captain Africa, Mighty Jungle Avenger!","Hart, John (I)","Bennet, Spencer Gordon",1955,Adventure,"Adventures of Captain Africa, Mighty Jungle Avenger! (1955) Hart, John (I) Bennet, Spencer Gordon 1955 Adventure"
"D?clin de l'empire am?ricain, Le","Girard, R?my","Arcand, Denys",1986,Comedy,"D?clin de l'empire am?ricain, Le (1986) Girard, R?my Arcand, Denys 1986 Comedy"
"Truth or Consequences, N.M.","O'Neill, Steve (I)","Sutherland, Kiefer",1997,Comedy,"Truth or Consequences, N.M. (1997) O'Neill, Steve (I) Sutherland, Kiefer 1997 Comedy"
"Truman Show, The","Simmons, Tom (I)","Weir, Peter",1998,Drama,"Truman Show, The (1998) Simmons, Tom (I) Weir, Peter 1998 Drama"
Get a Clue,"Hall, Bug","Greenwald, Maggie",2002,Comedy,"Get a Clue (2002) (TV) Hall, Bug Greenwald, Maggie 2002 Comedy"
In the Sweet Pie and Pie,"Howard, Curly","White, Jules",1941,Short,"In the Sweet Pie and Pie (1941) Howard, Curly White, Jules 1941 Short"
In the Navy,"Whitney, Claire","Lubin, Arthur",1941,Comedy,"In the Navy (1941) Whitney, Claire Lubin, Arthur 1941 Comedy"
"China Syndrome, The","Herd, Richard (I)","Bridges, James (I)",1979,Thriller,"China Syndrome, The (1979) Herd, Richard (I) Bridges, James (I) 1979 Thriller"
"American Werewolf in London, An","Carter, Michael (I)","Landis, John (I)",1981,Horror,"American Werewolf in London, An (1981) Carter, Michael (I) Landis, John (I) 1981 Horror"
Torrent,"Carewe, Arthur Edmund","Bell, Monta",1926,Drama,"Torrent (1926) Carewe, Arthur Edmund Bell, Monta 1926 Drama"
Anna,"Morlay, Gaby","Lattuada, Alberto",1951,Drama,"Anna (1951) Morlay, Gaby Lattuada, Alberto 1951 Drama"
Anne of the Indies,"Nelson, Byron (I)","Tourneur, Jacques",1951,Drama,"Anne of the Indies (1951) Nelson, Byron (I) Tourneur, Jacques 1951 Drama"
Amy,"Robinson, Chris (I)","McEveety, Vincent",1981,Drama,"Amy (1981) Robinson, Chris (I) McEveety, Vincent 1981 Drama"
Angels in the Outfield,"DiMaggio, Joe","Brown, Clarence (I)",1951,Comedy,"Angels in the Outfield (1951) DiMaggio, Joe Brown, Clarence (I) 1951 Comedy"
Balisong,"Revilla, Ramon",,1955,Action,"Balisong (1955) Revilla, Ramon  1955 Action"
Roman,"Bell, Kristen (I)","Bettis, Angela",2006,Thriller,"Roman (2006) Bell, Kristen (I) Bettis, Angela 2006 Thriller"
Requiem,"Klau?ner, Burghart","Schmid, Hans-Christian",2006,Horror,"Requiem (2006) Klau?ner, Burghart Schmid, Hans-Christian 2006 Horror"
"Crooked Way, The","Richards, Frank (I)","Florey, Robert",1949,Drama,"Crooked Way, The (1949) Richards, Frank (I) Florey, Robert 1949 Drama"
Criss Cross,"Valez, Kippee","Siodmak, Robert",1949,Drama,"Criss Cross (1949) Valez, Kippee Siodmak, Robert 1949 Drama"
Trial and Error,"Davenport, Mark (I)","Lynn, Jonathan",1997,Comedy,"Trial and Error (1997) Davenport, Mark (I) Lynn, Jonathan 1997 Comedy"
Cover-Up,"Merande, Doro","Green, Alfred E.",1949,Mystery,"Cover-Up (1949) Merande, Doro Green, Alfred E. 1949 Mystery"
Wet Hot American Summer,"Blue, Madeline","Wain, David",2001,Comedy,"Wet Hot American Summer (2001) Blue, Madeline Wain, David 2001 Comedy"
Trojan War,"Kelly, David Patrick","Huang, George",1997,Comedy,"Trojan War (1997) Kelly, David Patrick Huang, George 1997 Comedy"
Twin Town,"Evans, Jenny (I)","Allen, Kevin (I)",1997,Comedy,"Twin Town (1997) Evans, Jenny (I) Allen, Kevin (I) 1997 Comedy"
Girl,"Philbin, John","Kahn, Jonathan (III)",1998,Romance,"Girl (1998) Philbin, John Kahn, Jonathan (III) 1998 Romance"
Twilight of the Ice Nymphs,"Thomson, R.H.","Maddin, Guy",1997,Fantasy,"Twilight of the Ice Nymphs (1997) Thomson, R.H. Maddin, Guy 1997 Fantasy"
I Wake Up Screaming,"Gargan, William","Humberstone, H. Bruce",1941,Film-Noir,"I Wake Up Screaming (1941) Gargan, William Humberstone, H. Bruce 1941 Film-Noir"
Made in Britain,"Sweeney, Steve (I)","Clarke, Alan (I)",1982,Drama,"Made in Britain (1982) (TV) Sweeney, Steve (I) Clarke, Alan (I) 1982 Drama"
Be Cool,"Toler, Christopher","Gray, F. Gary",2005,Comedy,"Be Cool (2005) Toler, Christopher Gray, F. Gary 2005 Comedy"
I'll Never Heil Again,"Howard, Curly","White, Jules",1941,Short,"I'll Never Heil Again (1941) Howard, Curly White, Jules 1941 Short"
Pauly Shore Is Dead,"Jamieson, Timmy","Shore, Pauly",2003,Comedy,"Pauly Shore Is Dead (2003) Jamieson, Timmy Shore, Pauly 2003 Comedy"
"Polar Express, The","Carpenter, Jena","Zemeckis, Robert",2004,Family,"Polar Express, The (2004) Carpenter, Jena Zemeckis, Robert 2004 Family"
"Champ, The","Toussaint, Reginal M.","Zeffirelli, Franco",1979,Drama,"Champ, The (1979) Toussaint, Reginal M. Zeffirelli, Franco 1979 Drama"
As Young as You Feel,"Wilcox, Frank","Jones, Harmon",1951,Comedy,"As Young as You Feel (1951) Wilcox, Frank Jones, Harmon 1951 Comedy"
Appointment with Venus,"Wilson, Neil (I)","Thomas, Ralph (I)",1951,Comedy,"Appointment with Venus (1951) Wilson, Neil (I) Thomas, Ralph (I) 1951 Comedy"
"Pursuit of Happyness, The","Karen, James (I)","Muccino, Gabriele",2006,Drama,"Pursuit of Happyness, The (2006) Karen, James (I) Muccino, Gabriele 2006 Drama"
Appointment with Danger,"Sandford, Frances","Allen, Lewis (I)",1951,Drama,"Appointment with Danger (1951) Sandford, Frances Allen, Lewis (I) 1951 Drama"
Wit,"Bernbach, Emma","Nichols, Mike (I)",2001,Drama,"Wit (2001) (TV) Bernbach, Emma Nichols, Mike (I) 2001 Drama"
Turbo: A Power Rangers Movie,"Lang, Lex","Winning, David (I)",1997,Family,"Turbo: A Power Rangers Movie (1997) Lang, Lex Winning, David (I) 1997 Family"
Making Love,"Segal, Stephanie","Hiller, Arthur",1982,Drama,"Making Love (1982) Segal, Stephanie Hiller, Arthur 1982 Drama"
Jungle Girl,"Kikume, Al","English, John (I)",1941,Adventure,"Jungle Girl (1941) Kikume, Al English, John (I) 1941 Adventure"
Arthur,"Barry, B. Constance","Gordon, Steve (I)",1981,Comedy,"Arthur (1981) Barry, B. Constance Gordon, Steve (I) 1981 Comedy"
"Man from Snowy River, The","Douglas, Kirk (I)","Miller, George (I)",1982,Romance,"Man from Snowy River, The (1982) Douglas, Kirk (I) Miller, George (I) 1982 Romance"
Concorde Affaire '79,"Milone, Cosimo","Deodato, Ruggero",1979,Drama,"Concorde Affaire '79 (1979) Milone, Cosimo Deodato, Ruggero 1979 Drama"
Johnny Eager,"Carr, Jack (I)","LeRoy, Mervyn",1942,Crime,"Johnny Eager (1942) Carr, Jack (I) LeRoy, Mervyn 1942 Crime"
"African Queen, The","Swanwick, Peter","Huston, John (I)",1951,Romance,"African Queen, The (1951) Swanwick, Peter Huston, John (I) 1951 Romance"
Christopher Columbus,"Pryse, Hugh","MacDonald, David (I)",1949,Drama,"Christopher Columbus (1949) Pryse, Hugh MacDonald, David (I) 1949 Drama"
Across the Wide Missouri,"Gable, Clark","Wellman, William A.",1951,Western,"Across the Wide Missouri (1951) Gable, Clark Wellman, William A. 1951 Western"
Achtung! Banditi!,"Bertera, Ermes (I)","Lizzani, Carlo",1951,Drama,"Achtung! Banditi! (1951) Bertera, Ermes (I) Lizzani, Carlo 1951 Drama"
"Snake King, The","Monteiro, Caco","Goldstein, Allan A.",2005,Horror,"Snake King, The (2005) (TV) Monteiro, Caco Goldstein, Allan A. 2005 Horror"
Firehouse,"Romeo, Pete","Smithee, Alan",1997,Drama,"Firehouse (1997) (TV) Romeo, Pete Smithee, Alan 1997 Drama"
Back Roads,"Baldwin, Fred (I)","Ritt, Martin (I)",1981,Comedy,"Back Roads (1981) Baldwin, Fred (I) Ritt, Martin (I) 1981 Comedy"
Bad Blood,"Watkin, Ian","Newell, Mike (I)",1981,Drama,"Bad Blood (1981) Watkin, Ian Newell, Mike (I) 1981 Drama"
Fifteen and Pregnant,"Mason, Marlyn","Pillsbury, Sam",1998,Drama,"Fifteen and Pregnant (1998) (TV) Mason, Marlyn Pillsbury, Sam 1998 Drama"
Invisible Ghost,"Strange, Robert (I)","Lewis, Joseph H.",1941,Horror,"Invisible Ghost (1941) Strange, Robert (I) Lewis, Joseph H. 1941 Horror"
Trekkies,"Bazler, John","Nygard, Roger",1997,Documentary,"Trekkies (1997) Bazler, John Nygard, Roger 1997 Documentary"
Alice in Wonderland,"Colonna, Jerry","Luske, Hamilton",1951,Comedy,"Alice in Wonderland (1951) Colonna, Jerry Luske, Hamilton 1951 Comedy"
AKA,"Gibson, Kenny","Roy, Duncan",2002,Drama,"AKA (2002) Gibson, Kenny Roy, Duncan 2002 Drama"
Along the Great Divide,"Douglas, Kirk (I)","Walsh, Raoul",1951,Western,"Along the Great Divide (1951) Douglas, Kirk (I) Walsh, Raoul 1951 Western"
"American in Paris, An","Wessel, Dick","Minnelli, Vincente",1951,Romance,"American in Paris, An (1951) Wessel, Dick Minnelli, Vincente 1951 Romance"
Wing Commander,"Bondi, John","Roberts, Chris (II)",1999,Sci-Fi,"Wing Commander (1999) Bondi, John Roberts, Chris (II) 1999 Sci-Fi"
Salvador,"Folch, Aida","Huerga, Manuel",2006,Drama,"Salvador (Puig Antich) (2006) Folch, Aida Huerga, Manuel 2006 Drama"
City on Fire,"Winters, Shelley","Rakoff, Alvin",1979,Drama,"City on Fire (1979) Winters, Shelley Rakoff, Alvin 1979 Drama"
"Go?t des autres, Le","Bacri, Jean-Pierre","Jaoui, Agn?s",2000,Comedy,"Go?t des autres, Le (2000) Bacri, Jean-Pierre Jaoui, Agn?s 2000 Comedy"
Poh waai ji wong,"Lam, Ben","Chow, Stephen",1994,Comedy,"Poh waai ji wong (1994) Lam, Ben Chow, Stephen 1994 Comedy"
"Connecticut Yankee in King Arthur's Court, A","Sweeney, Fred","Garnett, Tay",1949,Comedy,"Connecticut Yankee in King Arthur's Court, A (1949) Sweeney, Fred Garnett, Tay 1949 Comedy"
Colorado Territory,"Archer, John (I)","Walsh, Raoul",1949,Western,"Colorado Territory (1949) Archer, John (I) Walsh, Raoul 1949 Western"
Toy Story 2,"Sweeten, Madylin","Lasseter, John",1999,Comedy,"Toy Story 2 (1999) Sweeten, Madylin Lasseter, John 1999 Comedy"
Traveller,"Gibson, Moses","Green, Jack N. (I)",1997,Drama,"Traveller (1997) Gibson, Moses Green, Jack N. (I) 1997 Drama"
Vuk,"Gy?ri, Ilona","Dargay, Attila",1981,Animation,"Vuk (1981) Gy?ri, Ilona Dargay, Attila 1981 Animation"
Here Comes Mr. Jordan,"Costello, Don (I)","Hall, Alexander (I)",1941,Comedy,"Here Comes Mr. Jordan (1941) Costello, Don (I) Hall, Alexander (I) 1941 Comedy"
Paradise Now,"Abu-Aiaash, Hamza","Abu-Assad, Hany",2005,Drama,"Paradise Now (2005) Abu-Aiaash, Hamza Abu-Assad, Hany 2005 Drama"
High Sierra,"Chandler, Eddy","Walsh, Raoul",1941,Thriller,"High Sierra (1941) Chandler, Eddy Walsh, Raoul 1941 Thriller"
Chameli Ki Shaadi,"Kapur, Pankaj","Chatterjee, Basu",1986,,"Chameli Ki Shaadi (1986) Kapur, Pankaj Chatterjee, Basu 1986"
Be Tartib ya Bedoun-e Tartib,,"Kiarostami, Abbas",1981,Short,"Be Tartib ya Bedoun-e Tartib (1981)  Kiarostami, Abbas 1981 Short"
Beau-p?re,"Roth, Joseph Michael","Blier, Bertrand",1981,Drama,"Beau-p?re (1981) Roth, Joseph Michael Blier, Bertrand 1981 Drama"
"Beau mariage, Le","Dussollier, Andr?","Rohmer, Eric",1982,Comedy,"Beau mariage, Le (1982) Dussollier, Andr? Rohmer, Eric 1982 Comedy"
Payback,"Severance, Joan","Hickox, Anthony",1995,Thriller,"Payback (1995) Severance, Joan Hickox, Anthony 1995 Thriller"
Taking Lives,"Anglade, Jean-Hugues","Caruso, D.J.",2004,Drama,"Taking Lives (2004) Anglade, Jean-Hugues Caruso, D.J. 2004 Drama"
Titanic,"Barry, Jason","Cameron, James (I)",1997,Romance,"Titanic (1997) Barry, Jason Cameron, James (I) 1997 Romance"
"Virginian, The","Neville, Marjean","Gilmore, Stuart",1946,Western,"Virginian, The (1946) Neville, Marjean Gilmore, Stuart 1946 Western"
Encore,"C?te, Laurence","Bonitzer, Pascal",1996,Comedy,"Encore (1996) C?te, Laurence Bonitzer, Pascal 1996 Comedy"
Heimkehr,"Raddatz, Carl","Ucicky, Gustav",1941,Drama,"Heimkehr (1941) Raddatz, Carl Ucicky, Gustav 1941 Drama"
Abbott and Costello Meet the Invisible Man,"Balter, Sam","Lamont, Charles",1951,Comedy,"Abbott and Costello Meet the Invisible Man (1951) Balter, Sam Lamont, Charles 1951 Comedy"
Abbiamo vinto!,"Martelli, Arnaldo","Stemmle, Robert A.",1951,Comedy,"Abbiamo vinto! (1951) Martelli, Arnaldo Stemmle, Robert A. 1951 Comedy"
Emma,"Cosmo, James","McGrath, Douglas",1996,Comedy,"Emma (1996) Cosmo, James McGrath, Douglas 1996 Comedy"
"Empty Mirror, The","Schnablegger, Jake","Hershey, Barry J.",1996,Drama,"Empty Mirror, The (1996) Schnablegger, Jake Hershey, Barry J. 1996 Drama"
